frame_id,track_id,pose_conf,pose_direction,flipped,body_length_px,head_x,head_y,dorsal_x,dorsal_y,tail_x,tail_y,belly_x,belly_y
34,1,0.7502917647361755,left_down,0,44.388694763183594,939.7186279296875,626.06982421875,958.00634765625,610.2881469726562,979.368896484375,606.1145629882812,959.7926025390625,623.28271484375
35,1,0.7422385811805725,left_down,0,43.870941162109375,937.6102294921875,627.8021850585938,955.2626953125,611.8648071289062,975.890625,606.37158203125,956.8602294921875,623.7107543945312
36,1,0.7422385811805725,left_down,0,43.5601692199707,936.1343994140625,629.0148315429688,953.3421630859375,612.968505859375,973.455810546875,606.551513671875,954.8076171875,624.0104370117188
37,1,0.7422385811805725,left_down,0,43.368614196777344,935.101318359375,629.8637084960938,951.9977416992188,613.7410888671875,971.75146484375,606.6774291992188,953.3707275390625,624.22021484375
38,1,0.7422385811805725,left_down,0,43.24740982055664,934.378173828125,630.4579467773438,951.0567016601562,614.2818603515625,970.5584106445312,606.7655639648438,952.364990234375,624.3670043945312
39,1,0.7422385811805725,left_down,0,43.168941497802734,933.8719482421875,630.8739013671875,950.39794921875,614.660400390625,969.7232666015625,606.8272705078125,951.660888671875,624.4697875976562
40,1,0.70237135887146,left_down,0,37.60955810546875,940.9102783203125,632.6929931640625,952.1649780273438,614.1189575195312,965.443115234375,604.1865234375,951.6998901367188,623.3942260742188
41,1,0.70237135887146,left_down,0,35.724510192871094,945.837158203125,633.9663696289062,953.4019165039062,613.739990234375,962.447021484375,602.3380126953125,951.7272338867188,622.6412963867188
42,1,0.70237135887146,left_down,0,35.577693939208984,949.285888671875,634.8577270507812,954.2677612304688,613.4746704101562,960.3497314453125,601.0440673828125,951.746337890625,622.1142578125
43,1,0.70237135887146,left_down,0,36.065574645996094,951.7000732421875,635.4816284179688,954.8738403320312,613.2889404296875,958.8816528320312,600.1383056640625,951.7597045898438,621.745361328125
44,1,0.70237135887146,left_down,0,36.68672180175781,953.3900146484375,635.9183959960938,955.298095703125,613.158935546875,957.85400390625,599.5042724609375,951.7691040039062,621.4871215820312
45,1,0.7295122146606445,left_down,0,39.344024658203125,946.8251953125,636.869384765625,950.2728271484375,612.9989013671875,956.0557250976562,598.6234741210938,947.8577880859375,621.496826171875
46,1,0.7295122146606445,left_down,0,41.47776412963867,942.2298583984375,637.5350341796875,946.755126953125,612.8868408203125,954.7969360351562,598.0068969726562,945.119873046875,621.5036010742188
47,1,0.7295122146606445,left_down,0,43.085044860839844,939.01318359375,638.0009765625,944.292724609375,612.8084716796875,953.915771484375,597.5753173828125,943.203369140625,621.5083618164062
48,1,0.7295122146606445,left_down,0,44.25963592529297,936.761474609375,638.3271484375,942.5689697265625,612.7535400390625,953.2989501953125,597.273193359375,941.86181640625,621.5116577148438
49,1,0.7295122146606445,left_down,0,45.104129791259766,935.185302734375,638.5554809570312,941.3624267578125,612.715087890625,952.8671875,597.0617065429688,940.9227294921875,621.5139770507812
50,1,0.7757581472396851,left_down,0,43.80759048461914,934.1029052734375,635.998291015625,941.5469970703125,611.4033813476562,953.362060546875,596.6512451171875,941.3043212890625,621.052978515625
51,1,0.7757581472396851,left_down,0,42.975093841552734,933.34521484375,634.208251953125,941.67626953125,610.4852294921875,953.70849609375,596.3638916015625,941.5714111328125,620.7302856445312
52,1,0.7757581472396851,left_down,0,42.4314079284668,932.8148193359375,632.9552001953125,941.7667236328125,609.842529296875,953.9509887695312,596.1627197265625,941.7584228515625,620.50439453125
53,1,0.7757581472396851,left_down,0,42.07073211669922,932.4435424804688,632.078125,941.830078125,609.3926391601562,954.1207275390625,596.02197265625,941.8892822265625,620.3462524414062
54,1,0.7757581472396851,left_down,0,41.82828140258789,932.1836547851562,631.464111328125,941.8743896484375,609.0776977539062,954.2395629882812,595.9234008789062,941.98095703125,620.2355346679688
55,1,0.7445576786994934,left_down,0,39.96989059448242,931.6447143554688,628.9019165039062,942.18798828125,608.2349853515625,954.2783813476562,595.9578857421875,941.31689453125,619.4989624023438
56,1,0.7445576786994934,left_down,0,38.72465515136719,931.2674560546875,627.1083374023438,942.407470703125,607.6450805664062,954.3055419921875,595.9820556640625,940.85205078125,618.9833984375
57,1,0.7445576786994934,left_down,0,37.88307571411133,931.0033569335938,625.8528442382812,942.5611572265625,607.232177734375,954.3245239257812,595.9990234375,940.5266723632812,618.6224365234375
58,1,0.7445576786994934,left_down,0,37.30982208251953,930.8184814453125,624.9739990234375,942.668701171875,606.943115234375,954.3378295898438,596.0108642578125,940.2988891601562,618.3698120117188
59,1,0.7445576786994934,left_down,0,36.91667938232422,930.6890869140625,624.3588256835938,942.7440185546875,606.74072265625,954.34716796875,596.0191650390625,940.1394653320312,618.1929931640625
60,1,0.7408597469329834,left_down,0,34.38294219970703,932.047607421875,622.8463134765625,943.9764404296875,606.3471069335938,954.0640258789062,596.436767578125,940.851318359375,617.8233642578125
61,1,0.7408597469329834,left_down,0,32.60929489135742,932.99853515625,621.7875366210938,944.8391723632812,606.0715942382812,953.8657836914062,596.7291259765625,941.349609375,617.5646362304688
62,1,0.7408597469329834,left_down,0,31.367809295654297,933.6641845703125,621.0464477539062,945.4430541992188,605.8787231445312,953.72705078125,596.9337768554688,941.6984252929688,617.3834838867188
63,1,0.7408597469329834,left_down,0,30.49872398376465,934.1301879882812,620.5276489257812,945.8657836914062,605.7437133789062,953.6299438476562,597.0770263671875,941.942626953125,617.2567138671875
64,1,0.7408597469329834,left_down,0,29.890369415283203,934.4563598632812,620.1644897460938,946.1616821289062,605.6492309570312,953.5619506835938,597.1773071289062,942.113525390625,617.16796875
65,1,0.6484867334365845,left_down,0,26.89303970336914,937.6781005859375,620.061767578125,947.573974609375,605.9562377929688,951.9006958007812,597.2373657226562,943.7620849609375,617.4677734375
66,1,0.6484867334365845,left_down,0,25.14958953857422,939.933349609375,619.9898681640625,948.5625610351562,606.171142578125,950.7378540039062,597.2794189453125,944.9161376953125,617.6776123046875
67,1,0.6484867334365845,left_down,0,24.14346694946289,941.511962890625,619.9395141601562,949.2545776367188,606.3215942382812,949.923828125,597.308837890625,945.7239990234375,617.824462890625
68,1,0.6484867334365845,left_down,0,23.55863380432129,942.6170654296875,619.9042358398438,949.739013671875,606.4268798828125,949.35400390625,597.3294067382812,946.2894287109375,617.92724609375
69,1,0.6484867334365845,left_down,0,23.212594985961914,943.390625,619.8795776367188,950.078125,606.5006103515625,948.9551391601562,597.3438110351562,946.685302734375,617.999267578125
70,1,0.3168983459472656,left_down,0,20.237886428833008,946.2828369140625,620.4566650390625,950.9198608398438,607.2047119140625,949.2666015625,600.43994140625,948.78564453125,618.5596923828125
71,1,0.3168983459472656,left_down,0,18.29134178161621,948.307373046875,620.860595703125,951.5090942382812,607.6976318359375,949.484619140625,602.607177734375,950.2559814453125,618.9520263671875
72,1,0.3168983459472656,down,0,17.019329071044922,949.724609375,621.1433715820312,951.9215087890625,608.0426025390625,949.63720703125,604.124267578125,951.28515625,619.2266235351562
73,1,0.3168983459472656,down,0,16.184284210205078,950.7166748046875,621.34130859375,952.210205078125,608.2841186523438,949.7440185546875,605.186279296875,952.005615234375,619.4188232421875
74,1,0.3168983459472656,right_down,0,15.63148021697998,951.4111328125,621.4798583984375,952.4122924804688,608.4531860351562,949.81884765625,605.9296875,952.5098876953125,619.5534057617188
75,1,0.36861032247543335,left_down,0,22.194717407226562,940.4266357421875,623.135986328125,943.6982421875,608.5780029296875,944.3746337890625,601.2952270507812,945.252685546875,619.076416015625
76,1,0.36861032247543335,left_down,0,27.38629150390625,932.7374267578125,624.2952880859375,937.598388671875,608.6653442382812,940.563720703125,598.0510864257812,940.1726684570312,618.7425537109375
77,1,0.36861032247543335,left_down,0,31.16347885131836,927.35498046875,625.1068115234375,933.3284912109375,608.7265014648438,937.89599609375,595.7802124023438,936.6166381835938,618.5087890625
78,1,0.36861032247543335,left_down,0,33.853267669677734,923.5872802734375,625.6748657226562,930.339599609375,608.769287109375,936.028564453125,594.1906127929688,934.12744140625,618.34521484375
79,1,0.36861032247543335,left_down,0,35.75331115722656,920.949951171875,626.072509765625,928.2473754882812,608.7992553710938,934.721435546875,593.077880859375,932.385009765625,618.230712890625
80,1,0.7575320601463318,left_down,0,39.73160171508789,924.5001220703125,628.6429443359375,931.700439453125,607.0785522460938,938.1026611328125,591.3123779296875,934.5515747070312,617.8533935546875
81,1,0.7575320601463318,left_down,0,42.55842971801758,926.9852294921875,630.4422607421875,934.1175537109375,605.8740234375,940.4696044921875,590.0765380859375,936.0681762695312,617.5892333984375
82,1,0.7575320601463318,left_down,0,44.553714752197266,928.724853515625,631.7017822265625,935.8095703125,605.0308837890625,942.12646484375,589.21142578125,937.1298217773438,617.4043579101562
83,1,0.7575320601463318,left_down,0,45.95742416381836,929.9425048828125,632.5834350585938,936.9940185546875,604.440673828125,943.2862548828125,588.6058349609375,937.8729248046875,617.27490234375
84,1,0.7575320601463318,left_down,0,46.943092346191406,930.794921875,633.2006225585938,937.8231201171875,604.0275268554688,944.0980224609375,588.1819458007812,938.3931274414062,617.184326171875
85,1,0.755868673324585,left_down,0,45.07573699951172,931.002197265625,630.4996948242188,938.7079467773438,604.8265991210938,949.280029296875,589.2960205078125,941.9505615234375,616.6467895507812
86,1,0.755868673324585,left_down,0,44.25286865234375,931.147216796875,628.6090698242188,939.3273315429688,605.3859252929688,952.907470703125,590.0758666992188,944.4407958984375,616.2705078125
87,1,0.755868673324585,left_down,0,43.929229736328125,931.248779296875,627.28564453125,939.7608642578125,605.7774658203125,955.4466552734375,590.6217651367188,946.1839599609375,616.007080078125
88,1,0.755868673324585,left_down,0,43.82955551147461,931.31982421875,626.3592529296875,940.0643310546875,606.051513671875,957.2240600585938,591.00390625,947.4041748046875,615.82275390625
89,1,0.755868673324585,left_down,0,43.82245635986328,931.36962890625,625.7107543945312,940.2767944335938,606.243408203125,958.46826171875,591.2713623046875,948.25830078125,615.6937255859375
90,1,0.0,unknown,,,931.36962890625,625.7107543945312,940.2767944335938,606.243408203125,958.46826171875,591.2713623046875,948.25830078125,615.6937255859375
91,1,0.0,unknown,,,931.36962890625,625.7107543945312,940.2767944335938,606.243408203125,958.46826171875,591.2713623046875,948.25830078125,615.6937255859375
92,1,0.0,unknown,,,931.36962890625,625.7107543945312,940.2767944335938,606.243408203125,958.46826171875,591.2713623046875,948.25830078125,615.6937255859375
93,1,0.0,unknown,,,931.36962890625,625.7107543945312,940.2767944335938,606.243408203125,958.46826171875,591.2713623046875,948.25830078125,615.6937255859375
94,1,0.0,unknown,,,931.36962890625,625.7107543945312,940.2767944335938,606.243408203125,958.46826171875,591.2713623046875,948.25830078125,615.6937255859375
95,1,0.0,unknown,,,931.36962890625,625.7107543945312,940.2767944335938,606.243408203125,958.46826171875,591.2713623046875,948.25830078125,615.6937255859375
96,1,0.0,unknown,,,931.36962890625,625.7107543945312,940.2767944335938,606.243408203125,958.46826171875,591.2713623046875,948.25830078125,615.6937255859375
97,1,0.0,unknown,,,931.36962890625,625.7107543945312,940.2767944335938,606.243408203125,958.46826171875,591.2713623046875,948.25830078125,615.6937255859375
98,1,0.0,unknown,,,931.36962890625,625.7107543945312,940.2767944335938,606.243408203125,958.46826171875,591.2713623046875,948.25830078125,615.6937255859375
99,1,0.0,unknown,,,931.36962890625,625.7107543945312,940.2767944335938,606.243408203125,958.46826171875,591.2713623046875,948.25830078125,615.6937255859375
100,1,0.4012475907802582,left_down,0,28.6777400970459,944.0426025390625,609.8328247070312,950.285400390625,593.5062255859375,959.6744384765625,585.7899780273438,954.7802124023438,603.1878662109375
101,1,0.4012475907802582,left_down,0,18.40949821472168,952.9136962890625,598.71826171875,957.2913818359375,584.5901489257812,960.5186767578125,581.9530029296875,959.3455200195312,594.433837890625
102,1,0.4012475907802582,left_down,0,11.838823318481445,959.1234130859375,590.9381103515625,962.195556640625,578.348876953125,961.109619140625,579.26708984375,962.541259765625,588.3059692382812
103,1,0.4012475907802582,right_down,0,8.33553409576416,963.47021484375,585.491943359375,965.6285400390625,573.97998046875,961.5233154296875,577.386962890625,964.7782592773438,584.0164794921875
104,1,0.4012475907802582,right_down,0,7.317791938781738,966.5130615234375,581.6796875,968.0316162109375,570.9217529296875,961.8128662109375,576.0709228515625,966.3441772460938,581.0137939453125
105,1,0.0,unknown,,,966.5130615234375,581.6796875,968.0316162109375,570.9217529296875,961.8128662109375,576.0709228515625,966.3441772460938,581.0137939453125
106,1,0.0,unknown,,,966.5130615234375,581.6796875,968.0316162109375,570.9217529296875,961.8128662109375,576.0709228515625,966.3441772460938,581.0137939453125
107,1,0.0,unknown,,,966.5130615234375,581.6796875,968.0316162109375,570.9217529296875,961.8128662109375,576.0709228515625,966.3441772460938,581.0137939453125
108,1,0.0,unknown,,,966.5130615234375,581.6796875,968.0316162109375,570.9217529296875,961.8128662109375,576.0709228515625,966.3441772460938,581.0137939453125
109,1,0.0,unknown,,,966.5130615234375,581.6796875,968.0316162109375,570.9217529296875,961.8128662109375,576.0709228515625,966.3441772460938,581.0137939453125
110,1,0.7941778898239136,left_down,0,11.024707794189453,956.4094848632812,578.7149047851562,962.58935546875,566.80517578125,963.5157470703125,570.2860717773438,960.7437744140625,578.5049438476562
111,1,0.7941778898239136,left_down,0,18.56017303466797,949.3369750976562,576.6395263671875,958.77978515625,563.9235229492188,964.707763671875,566.2366943359375,956.823486328125,576.748779296875
112,1,0.7941778898239136,left_down,0,24.216726303100586,944.38623046875,575.186767578125,956.113037109375,561.9063720703125,965.5421142578125,563.402099609375,954.0792236328125,575.5194091796875
113,1,0.7941778898239136,left_down,0,28.247652053833008,940.9207153320312,574.1698608398438,954.246337890625,560.494384765625,966.126220703125,561.4179077148438,952.1583251953125,574.6588745117188
114,1,0.7941778898239136,left_down,0,31.090097427368164,938.4948120117188,573.4580078125,952.9395751953125,559.5059814453125,966.5350341796875,560.0289306640625,950.8135986328125,574.0565185546875
115,1,0.0,unknown,,,938.4948120117188,573.4580078125,952.9395751953125,559.5059814453125,966.5350341796875,560.0289306640625,950.8135986328125,574.0565185546875
116,1,0.0,unknown,,,938.4948120117188,573.4580078125,952.9395751953125,559.5059814453125,966.5350341796875,560.0289306640625,950.8135986328125,574.0565185546875
117,1,0.0,unknown,,,938.4948120117188,573.4580078125,952.9395751953125,559.5059814453125,966.5350341796875,560.0289306640625,950.8135986328125,574.0565185546875
118,1,0.0,unknown,,,938.4948120117188,573.4580078125,952.9395751953125,559.5059814453125,966.5350341796875,560.0289306640625,950.8135986328125,574.0565185546875
119,1,0.0,unknown,,,938.4948120117188,573.4580078125,952.9395751953125,559.5059814453125,966.5350341796875,560.0289306640625,950.8135986328125,574.0565185546875
120,1,0.0,unknown,,,938.4948120117188,573.4580078125,952.9395751953125,559.5059814453125,966.5350341796875,560.0289306640625,950.8135986328125,574.0565185546875
121,1,0.0,unknown,,,938.4948120117188,573.4580078125,952.9395751953125,559.5059814453125,966.5350341796875,560.0289306640625,950.8135986328125,574.0565185546875
122,1,0.0,unknown,,,938.4948120117188,573.4580078125,952.9395751953125,559.5059814453125,966.5350341796875,560.0289306640625,950.8135986328125,574.0565185546875
123,1,0.0,unknown,,,938.4948120117188,573.4580078125,952.9395751953125,559.5059814453125,966.5350341796875,560.0289306640625,950.8135986328125,574.0565185546875
124,1,0.0,unknown,,,938.4948120117188,573.4580078125,952.9395751953125,559.5059814453125,966.5350341796875,560.0289306640625,950.8135986328125,574.0565185546875
125,1,0.0,unknown,,,938.4948120117188,573.4580078125,952.9395751953125,559.5059814453125,966.5350341796875,560.0289306640625,950.8135986328125,574.0565185546875
126,1,0.0,unknown,,,938.4948120117188,573.4580078125,952.9395751953125,559.5059814453125,966.5350341796875,560.0289306640625,950.8135986328125,574.0565185546875
127,1,0.0,unknown,,,938.4948120117188,573.4580078125,952.9395751953125,559.5059814453125,966.5350341796875,560.0289306640625,950.8135986328125,574.0565185546875
128,1,0.0,unknown,,,938.4948120117188,573.4580078125,952.9395751953125,559.5059814453125,966.5350341796875,560.0289306640625,950.8135986328125,574.0565185546875
129,1,0.0,unknown,,,938.4948120117188,573.4580078125,952.9395751953125,559.5059814453125,966.5350341796875,560.0289306640625,950.8135986328125,574.0565185546875
130,1,0.5421967506408691,left_down,0,28.284954071044922,935.9176025390625,534.107421875,951.7686157226562,524.5057373046875,964.1414794921875,532.2496337890625,947.6732788085938,539.55859375
131,1,0.5421967506408691,left_up,0,29.0313663482666,934.1136474609375,506.56201171875,950.948974609375,500.00555419921875,962.4660034179688,512.8041381835938,945.4750366210938,515.4100341796875
132,1,0.5421967506408691,left_up,0,30.836048126220703,932.850830078125,487.2802429199219,950.3751831054688,482.85540771484375,961.2931518554688,499.1922607421875,943.936279296875,498.50604248046875
133,1,0.5421967506408691,left_up,0,32.630672454833984,931.966796875,473.7829895019531,949.9735717773438,470.8503112792969,960.47216796875,489.6639404296875,942.859130859375,486.67327880859375
134,1,0.5421967506408691,left_up,0,34.10625457763672,931.3480224609375,464.3349304199219,949.6924438476562,462.4467468261719,959.8974609375,482.994140625,942.1051635742188,478.39031982421875
135,1,0.4853592813014984,left_up,0,26.413211822509766,935.8319091796875,465.1228942871094,950.66796875,460.9501037597656,959.14404296875,477.54071044921875,944.299560546875,475.6382141113281
136,1,0.4853592813014984,left_up,0,21.230857849121094,938.9705810546875,465.6744689941406,951.350830078125,459.9024658203125,958.6165771484375,473.72332763671875,945.835693359375,473.71173095703125
137,1,0.4853592813014984,left_up,0,17.79388427734375,941.167724609375,466.0605773925781,951.828857421875,459.16912841796875,958.2474365234375,471.0511474609375,946.910888671875,472.3631896972656
138,1,0.4853592813014984,left_up,0,15.546741485595703,942.7056884765625,466.3308410644531,952.1634521484375,458.6557922363281,957.989013671875,469.18060302734375,947.66357421875,471.4192199707031
139,1,0.4853592813014984,left_up,0,14.090812683105469,943.7822265625,466.52001953125,952.397705078125,458.29644775390625,957.80810546875,467.8712158203125,948.1904296875,470.7584228515625
140,1,0.0,unknown,,,943.7822265625,466.52001953125,952.397705078125,458.29644775390625,957.80810546875,467.8712158203125,948.1904296875,470.7584228515625
141,1,0.0,unknown,,,943.7822265625,466.52001953125,952.397705078125,458.29644775390625,957.80810546875,467.8712158203125,948.1904296875,470.7584228515625
142,1,0.0,unknown,,,943.7822265625,466.52001953125,952.397705078125,458.29644775390625,957.80810546875,467.8712158203125,948.1904296875,470.7584228515625
143,1,0.0,unknown,,,943.7822265625,466.52001953125,952.397705078125,458.29644775390625,957.80810546875,467.8712158203125,948.1904296875,470.7584228515625
144,1,0.0,unknown,,,943.7822265625,466.52001953125,952.397705078125,458.29644775390625,957.80810546875,467.8712158203125,948.1904296875,470.7584228515625
145,1,0.0,unknown,,,943.7822265625,466.52001953125,952.397705078125,458.29644775390625,957.80810546875,467.8712158203125,948.1904296875,470.7584228515625
146,1,0.0,unknown,,,943.7822265625,466.52001953125,952.397705078125,458.29644775390625,957.80810546875,467.8712158203125,948.1904296875,470.7584228515625
147,1,0.0,unknown,,,943.7822265625,466.52001953125,952.397705078125,458.29644775390625,957.80810546875,467.8712158203125,948.1904296875,470.7584228515625
148,1,0.0,unknown,,,943.7822265625,466.52001953125,952.397705078125,458.29644775390625,957.80810546875,467.8712158203125,948.1904296875,470.7584228515625
149,1,0.0,unknown,,,943.7822265625,466.52001953125,952.397705078125,458.29644775390625,957.80810546875,467.8712158203125,948.1904296875,470.7584228515625
150,1,0.7359286546707153,right_down,0,8.442607879638672,958.1627197265625,475.9717712402344,957.2339477539062,464.7423400878906,951.0814208984375,471.3747253417969,953.2685546875,479.193359375
151,1,0.7359286546707153,right_down,0,23.546785354614258,968.2291259765625,482.5880126953125,960.6193237304688,469.2544860839844,946.372802734375,473.8271789550781,956.8232421875,485.0978088378906
152,1,0.7359286546707153,right_down,0,34.250308990478516,975.275634765625,487.2193908691406,962.9890747070312,472.4129943847656,943.0767822265625,475.54388427734375,959.3115234375,489.2309265136719
153,1,0.7359286546707153,right_down,0,41.75553894042969,980.2081298828125,490.4613342285156,964.6478881835938,474.6239318847656,940.76953125,476.7455749511719,961.0533447265625,492.1241149902344
154,1,0.7359286546707153,right_down,0,47.012393951416016,983.660888671875,492.730712890625,965.80908203125,476.1716003417969,939.1544189453125,477.5867614746094,962.2725830078125,494.14935302734375
155,1,0.3557499349117279,right_down,0,45.24510192871094,965.844482421875,495.9264831542969,943.8981323242188,484.428955078125,920.693603515625,493.008056640625,943.6279296875,500.4168701171875
156,1,0.3557499349117279,right_up,0,45.949310302734375,953.3729248046875,498.16351318359375,928.5604858398438,490.2091064453125,907.77099609375,503.8029479980469,930.57666015625,504.80413818359375
157,1,0.3557499349117279,right_up,0,47.36751937866211,944.642822265625,499.72943115234375,917.8240966796875,494.25518798828125,898.7252197265625,511.359375,921.4407958984375,507.8752136230469
158,1,0.3557499349117279,right_up,0,48.776466369628906,938.53173828125,500.8255920410156,910.3086547851562,497.08746337890625,892.3931884765625,516.64892578125,915.045654296875,510.02496337890625
159,1,0.3557499349117279,right_up,0,49.94957733154297,934.2540283203125,501.5928955078125,905.0478515625,499.070068359375,887.960693359375,520.3515625,910.569091796875,511.52978515625
160,1,0.4718848466873169,right_up,0,31.323171615600586,916.956787109375,513.170166015625,897.7864990234375,508.830810546875,887.7720947265625,524.5453491210938,902.318603515625,521.281494140625
